co_id,ticker_full,ticker,name,name_normalised,board,isin,cusip,sedar_issuer_no,former_names,commodities,commodity_count,is_polymetallic,company_type,is_royalty_streamer,no_disclosed_commodity,property_regions,property_jurisdictions,property_region_count,jurisdiction_count,hq_matches_property,no_disclosed_property,shell_like,stage,incorporation_jurisdiction,mcap,shares,px,size_band,value_ytd,vol_ytd,trades_ytd,months,turnover,turnover_pctile,turnover_pctile_in_band,attention_ratio,avg_trade,dormant,hq_location,hq_region,listing_type,listing_date_iso,days_listed,lyear,yrs,exchange,sector,listing_date,interlisted_2,tsxv_grad,po_id,interlisted,otc_tier,cpc_flag,index_member,annual_list,comm_oil_and_gas,comm_gold,comm_silver,comm_copper,comm_nickel,comm_diamond,comm_molybdenum,comm_platinum_pgm,comm_iron,comm_lead,comm_zinc,comm_rare_earths,comm_potash,comm_lithium,comm_uranium,comm_coal,comm_tungsten,comm_base_precious_metals,comm_royalty_streaming,comm_other_properties,prop_africa,prop_asia,prop_aus_nz_png,prop_canada,prop_latin_america,prop_other,prop_uk_europe,prop_usa,enrich_source,data_asof,properties_asof
V-02647,ASL.V,ASL,Argentum Silver Corp.,argentum silver,TSXV,,,,,Silver | Lead | Zinc,3,True,Operator,False,False,LATIN AMERICA,Peru,1,1,False,False,False,,,4643868.87,51598543,0.09,<5M,270240.0,1620347.0,837.0,6.0,0.0581928576290742,19.35788479697828,32.5,0.14787728458780863,322.8673835125448,False,BC,Canada,QT from NEX,2011-02-22,5607.0,2011.0,15.0,TSXV,Mining,20110222.0,,,1114572.0,,,Y,,,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-02212,DAN.V,DAN,Arianne Phosphate Inc.,arianne phosphate,TSXV,,,,,,0,False,Operator,False,True,CANADA,QC,1,1,True,False,False,,,82109485.73,231294326,0.355,25-100M,14876244.5,43696257.0,9965.0,6.0,0.1811757115239698,55.33522190745986,60.86956521739131,0.4603962297951,1492.8494229804314,False,QC,Canada,,2009-07-03,6206.0,2009.0,17.0,TSXV,Mining,20090703.0,,,1074347.0,,OTCQX,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-5060,AZEM.V,AZEM,Arizona Eagle Mining Corp.,arizona eagle mining,TSXV,,,,,Gold | Copper,2,True,Operator,False,False,USA,AZ,1,1,False,False,False,,,54015199.75,56858105,0.95,25-100M,4456800.5,3506049.0,2830.0,4.0,0.0825101179043589,28.706326723323887,28.695652173913043,0.20967130132170197,1574.8411660777383,True,ON,Canada,RTO,2026-03-31,91.0,2026.0,0.0,TSXV,Mining,20260331.0,,,1188780.0,,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-03888,AZS.V,AZS,Arizona Gold & Silver Inc.,arizona gold silver,TSXV,,,,,Gold | Silver,2,True,Operator,False,False,USA,AZ | NV,1,2,False,False,False,,,82214908.2,137024847,0.6,25-100M,10484479.0,13462529.0,6020.0,6.0,0.1275252777086966,43.437204910292735,47.82608695652174,0.3240619648560857,1741.60780730897,False,BC,Canada,QT from NEX,2016-11-21,3508.0,2016.0,10.0,TSXV,Mining,20161121.0,,,1151800.0,,OTCQB,Y,,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-04892,ARK.V,ARK,Arras Minerals Corp.,arras minerals,TSXV,,,,,Gold | Copper,2,True,Operator,False,False,ASIA,Kazakhstan,1,1,False,False,False,,,228818488.36,122362828,1.87,100-500M,30700430.5,27350492.0,12119.0,6.0,0.1341693615757964,44.759206798866856,30.05464480874317,0.34094563616679824,2533.247833979701,False,BC,Canada,Other,2022-06-14,1477.0,2022.0,4.0,TSXV,Mining,20220614.0,,,1186415.0,,OTCQB,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,2026-06-30,2026-07-31
V-04601,ARTG.V,ARTG,Artemis Gold Inc.,artemis gold,TSXV,,,,,Gold | Silver,2,True,Operator,False,False,CANADA,BC,1,1,True,False,False,,,7273954873.59,233064879,31.21,>2B,1944268544.5,52787144.0,243095.0,6.0,0.2672918073164265,70.53824362606233,23.18840579710145,0.6792308930842533,7997.978339743721,False,BC,Canada,Other,2019-10-02,2463.0,2019.0,7.0,TSXV,Mining,20191002.0,,,1183270.0,,,,Y,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-04518,RBZ.V,RBZ,Arya Resources Ltd.,arya resources,TSXV,,,,,Gold | Copper | Nickel,3,True,Operator,False,False,CANADA,SK,1,1,True,False,False,,,15116952.595,49563779,0.305,5-25M,5387938.5,11634329.0,4046.0,6.0,0.3564169739992493,77.7148253068933,84.8993288590604,0.9057120829495006,1331.6704152249135,False,BC,Canada,QT,2022-12-20,1288.0,2022.0,4.0,TSXV,Mining,20221220.0,,,1180850.0,,,Y,,,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-03940,ASE.V,ASE,Asante Gold Corporation,asante gold,TSXV,,,,,Gold,1,False,Operator,False,False,AFRICA,Ghana,1,1,False,False,False,,,723349874.4,904187343,0.7999999999999999,500M-2B,167702511.0,118560141.0,121784.0,6.0,0.2318414876882434,65.25023607176583,46.835443037974684,0.5891460060728537,1377.0487995138935,False,BC,Canada,Other,2025-09-24,279.0,2025.0,1.0,TSXV,Mining,20250924.0,,,1151530.0,,,,Y,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,2026-06-30,2026-07-31
V-03038,ABZ.V,ABZ,AsiaBaseMetals Inc.,asiabasemetals,TSXV,,,,,Zinc,1,False,Operator,False,False,CANADA,BC,1,1,True,False,False,,,4518258.39,50202871,0.09,<5M,72997.0,749350.0,149.0,6.0,0.0161560038623643,3.8715769593956564,8.5,0.04105496925730867,489.9127516778523,False,BC,Canada,Other,2009-11-03,6083.0,2009.0,17.0,TSXV,Mining,20091103.0,,,1125635.0,,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-03792,BAY.V,BAY,Aston Bay Holdings Ltd.,aston bay,TSXV,,,,,Gold | Copper,2,True,Operator,False,False,CANADA | USA,NU | VA,2,2,True,False,False,,,12647481.75,252949635,0.05,5-25M,1283486.5,21576712.0,1359.0,6.0,0.1014815854547487,34.844192634560905,37.58389261744966,0.2578808105346627,944.43451066961,False,WA,USA,QT,2013-05-06,4803.0,2013.0,13.0,TSXV,Mining,20130506.0,,,1146870.0,,OTCQB,Y,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,,2026-06-30,2026-07-31
V-04733,ASTR.V,ASTR,Astra Exploration Inc.,astra exploration,TSXV,,,,,Gold | Silver,2,True,Operator,False,False,LATIN AMERICA,Argentina | Chile,1,2,False,False,False,,,79712329.0,137435050,0.58,25-100M,16457085.5,24364114.0,9202.0,6.0,0.2064559611600358,61.095372993389994,69.1304347826087,0.5246373552904668,1788.4248532927625,False,BC,Canada,QT,2022-01-26,1616.0,2022.0,4.0,TSXV,Mining,20220126.0,,,1184770.0,,OTCQB,Y,,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-05002,SASK.V,SASK,Atha Energy Corp.,atha energy,TSXV,,,,,Uranium,1,False,Operator,False,False,CANADA,NL | NT | SK,1,3,True,False,False,,,347315338.26,350823574,0.99,100-500M,125627978.0,135891867.0,69859.0,6.0,0.3617115749318131,78.28139754485363,67.21311475409836,0.9191665040036133,1798.307705521121,False,BC,Canada,Other,2024-03-04,848.0,2024.0,2.0,TSXV,Mining,20240304.0,,,1187986.0,,OTCQB,,Y,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-03960,ATY.V,ATY,Atico Mining Corporation,atico mining,TSXV,,,,,Gold | Silver | Copper | Zinc,4,True,Operator,False,False,LATIN AMERICA,Colombia | Ecuador,1,2,False,False,False,,,35363728.53,181352454,0.195,25-100M,6331480.5,21719334.0,4094.0,6.0,0.1790388277251035,54.39093484419264,59.130434782608695,0.45496606900680847,1546.5267464582316,False,BC,Canada,IPO,2012-03-12,5223.0,2012.0,14.0,TSXV,Mining,20120312.0,,,1149831.0,,OTCQX,,,,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-04041,SALT.V,SALT,Atlas Salt Inc.,atlas salt,TSXV,,,,,,0,False,Operator,False,True,CANADA,NL,1,1,True,False,False,,,191436052.5,124309125,1.54,100-500M,33332455.0,29787145.0,20720.0,6.0,0.1741179603565007,52.59678942398489,38.79781420765027,0.442461364238329,1608.709218146718,False,NL,Canada,Other,2012-08-17,5065.0,2012.0,14.0,TSXV,Mining,20120817.0,,,1149980.0,,OTCQB,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-01679,ATOM.V,ATOM,Atomic Minerals Corporation,atomic minerals,TSXV,,,,,Uranium,1,False,Operator,False,False,USA,CO | UT,1,2,False,False,False,,,3058765.57,87393302,0.0349999999999999,<5M,3393921.5,44916718.0,4105.0,6.0,1.1095722840897546,99.05571293673276,98.5,2.8195992276397117,826.7774665042631,False,BC,Canada,,1981-09-24,16350.0,1981.0,45.0,TSXV,Mining,19810924.0,,,16274.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-02881,AAN.V,AAN,Aton Resources Inc.,aton resources,TSXV,,,,,Gold,1,False,Operator,False,False,AFRICA,Egypt,1,1,False,False,False,,,73923559.54,127454413,0.5800000000000001,25-100M,1060328.0,2046427.0,638.0,6.0,0.0143435733695461,3.493862134088763,3.4782608695652173,0.03644929580008709,1661.9561128526643,False,ON,Canada,QT,2010-10-05,5747.0,2010.0,16.0,TSXV,Mining,20101005.0,,,1119181.0,,,Y,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,2026-06-30,2026-07-31
V-04462,AUGC.V,AUGC,AU Gold Corp.,au gold,TSXV,,,,,Gold,1,False,Operator,False,False,CANADA,BC,1,1,True,False,False,,,10537048.26,58539157,0.18,5-25M,3482584.0,16138153.0,2876.0,6.0,0.330508498591616,75.92067988668555,82.88590604026845,0.8398745360891681,1210.912378303199,False,BC,Canada,QT,2020-12-24,2014.0,2020.0,6.0,TSXV,Mining,20201224.0,,,1181505.0,,,Y,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-05014,AUM.V,AUM,AuMega Metals Ltd.,aumega metals,TSXV,,,,,Gold,1,False,Operator,False,False,CANADA,NL,1,1,False,False,False,,,30031348.025,858038515,0.0349999999999999,25-100M,2168324.5,52939937.0,1541.0,6.0,0.0722020369580129,24.929178470254957,23.91304347826087,0.18347683207303275,1407.0892277741723,False,Australia,Australia/NZ/PNG,Other,2024-06-26,734.0,2024.0,2.0,TSXV,Mining,20240626.0,,,1187500.0,ASX,OTCQB,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-01367,AUQ.V,AUQ,AuQ Gold Mining Inc.,auq gold mining,TSXV,,,,,Gold | Lithium,2,True,Operator,False,False,CANADA,QC,1,1,True,False,False,,,10217255.4,22705012,0.45,5-25M,872839.5,1640587.0,647.0,6.0,0.0854279809820551,30.31161473087819,32.5503355704698,0.2170860543740277,1349.0564142194744,False,BC,Canada,,,,,,TSXV,Mining,,,,17132.0,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-04112,ARU.V,ARU,Aurania Resources Ltd.,aurania resources,TSXV,,,,,Gold | Silver | Copper,3,True,Operator,False,False,LATIN AMERICA,Ecuador,1,1,False,False,False,,,23977525.425,137014431,0.175,5-25M,1252366.5,6296572.0,2234.0,6.0,0.0522308485884964,16.80830972615675,17.78523489932886,0.1327268736348308,560.5937779767233,False,ON,Canada,IPO,2013-04-17,4822.0,2013.0,13.0,TSXV,Mining,20130417.0,,,1161700.0,,OTCQB,,,,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-5093,AURA.V,AURA,Auranova Resources Inc.,auranova resources,TSXV,,,,,Gold,1,False,Operator,False,False,CANADA,ON,1,1,True,False,False,,,19272320.5,77089282,0.25,5-25M,4873110.5,11650564.0,1451.0,4.0,0.2528554099128852,68.36638338054769,77.51677852348993,0.6425457166855677,3358.449689869056,True,BC,Canada,Other,2026-03-17,105.0,2026.0,0.0,TSXV,Mining,20260317.0,,,1188690.0,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-04110,RES.V,RES,Auric Resources Corp.,auric resources,TSXV,,,,,Gold,1,False,Operator,False,False,CANADA,QC,1,1,True,False,False,,,1576150.345,45032867,0.0349999999999999,<5M,63967.0,744926.0,252.0,6.0,0.040584326363866,12.275731822474032,22.5,0.10313121273005596,253.8373015873016,False,BC,Canada,QT from NEX,2024-02-27,854.0,2024.0,2.0,TSXV,Mining,20240227.0,,,1156585.0,,,Y,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-03984,AUME.V,AUME,Auriginal Mining Corp.,auriginal mining,TSXV,,,,,Gold | Silver | Copper,3,True,Operator,False,False,CANADA,QC,1,1,True,False,False,,,13233236.85,264664737,0.0499999999999999,5-25M,1469880.0,22257152.0,1613.0,6.0,0.1110748652549055,38.62134088762984,42.281879194630875,0.28225885665469863,911.2709237445752,False,QC,Canada,QT from NEX,2017-04-03,3375.0,2017.0,9.0,TSXV,Mining,20170403.0,,,1153780.0,,,Y,,,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-04678,AURO.V,AURO,Auro Metals Inc.,auro metals,TSXV,,,,,Gold,1,False,Operator,False,False,CANADA | LATIN AMERICA,YT | Bolivia,2,2,True,False,False,,,184561058.88,130894368,1.41,100-500M,7909021.0,8392118.0,3710.0,5.0,0.0428531405703647,13.031161473087819,7.650273224043716,0.1088966296172935,2131.811590296496,True,BC,Canada,Other,2020-11-25,2043.0,2020.0,6.0,TSXV,Mining,20201125.0,,,1184200.0,,OTCQX,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,,2026-06-30,2026-07-31
V-04904,ARL.V,ARL,Aurum Lake Mining Corporation,aurum lake mining,TSXV,,,,,Gold,1,False,Operator,False,False,CANADA,BC,1,1,False,False,False,,,1286037.5,23382500,0.055,<5M,9486.0,137448.0,21.0,6.0,0.0073761457189234,1.794145420207743,4.5,0.018743956631086987,451.7142857142857,True,Cayman Islands,Latin America,QT,2024-01-12,900.0,2024.0,2.0,TSXV,Mining,20240112.0,,,1186295.0,,,Y,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-04307,AGLD.V,AGLD,Austral Gold Limited,austral gold,TSXV,,,,,Gold | Silver,2,True,Operator,False,False,LATIN AMERICA,Argentina | Chile,1,2,False,False,False,,,80172441.48,668103679,0.12,25-100M,3943307.5,23248765.0,2701.0,6.0,0.0491853238744601,15.864022662889518,13.043478260869565,0.12498771210873053,1459.9435394298407,False,Australia,Australia/NZ/PNG,Other,2016-08-22,3599.0,2016.0,10.0,TSXV,Mining,20160822.0,,,1176145.0,ASX,OTCQB,,,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-04792,AVR.V,AVR,Avaron Mining Corp.,avaron mining,TSXV,,,,,,0,False,Operator,False,True,,,0,0,False,True,True,,,752324.85,15046497,0.0499999999999999,<5M,50107.5,615681.0,78.0,6.0,0.0666035423394561,23.040604343720492,38.0,0.16925016894456643,642.4038461538462,False,BC,Canada,QT,2023-06-29,1097.0,2023.0,3.0,TSXV,Mining,20230629.0,,,1185190.0,,,Y,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,2026-06-30,2026-07-31
V-04228,AVG.V,AVG,Avidian Gold Corp.,avidian gold,TSXV,,,,,Gold | Copper,2,True,Operator,False,False,USA,NV,1,1,False,False,False,,,2561410.08,18973408,0.135,<5M,347718.5,2251101.0,466.0,6.0,0.1357527647427701,45.23135033050047,63.5,0.3449693148497097,746.1770386266095,False,ON,Canada,QT from NEX,2017-12-04,3130.0,2017.0,9.0,TSXV,Mining,20171204.0,,,1170560.0,,,Y,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-02899,AVU.V,AVU,Avrupa Minerals Ltd.,avrupa minerals,TSXV,,,,,Copper | Zinc,2,True,Operator,False,False,UK/EUROPE,Finland | Kosovo | Portugal,1,3,False,False,False,,,3042990.16,76074754,0.04,<5M,480875.5,7601436.0,421.0,6.0,0.158027293785268,49.66949952785647,70.0,0.4015724274047321,1142.2220902612826,False,BC,Canada,QT,2010-07-14,5830.0,2010.0,16.0,TSXV,Mining,20100714.0,,,1119905.0,,,Y,,,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,2026-06-30,2026-07-31
V-04294,ARIC.V,ARIC,Awale Resources Limited,awale resources,TSXV,,,,,Gold | Copper,2,True,Operator,False,False,AFRICA,Cote D'Ivoire,1,1,False,False,False,,,85677790.32,118996931,0.72,25-100M,16695662.0,20107714.0,6551.0,6.0,0.1948656931702251,58.640226628895185,65.21739130434783,0.49518464532212364,2548.566936345596,False,BC,Canada,QT,2018-01-03,3100.0,2018.0,8.0,TSXV,Mining,20180103.0,,,1176441.0,,,Y,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,2026-06-30,2026-07-31
V-5066,AXO.V,AXO,Axo Metals Corp.,axo metals,TSXV,,,,,Copper,1,False,Operator,False,False,LATIN AMERICA,Mexico,1,1,False,False,False,,,162261264.75,216348353,0.75,100-500M,40454507.0,51032633.0,10275.0,6.0,0.2493170940232055,67.79981114258734,54.644808743169406,0.6335542945919,3937.178296836983,False,NS,Canada,IPO,2025-06-04,391.0,2025.0,1.0,TSXV,Mining,20250604.0,,,1188055.0,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-01990,AZR.V,AZR,Azarga Metals Corp.,azarga metals,TSXV,,,,,Copper,1,False,Operator,False,False,CANADA,YT,1,1,True,False,False,,,10005153.95,90955945,0.1099999999999999,5-25M,266536.5,1703245.0,353.0,6.0,0.0266399199184736,6.987724268177526,8.389261744966444,0.06769626341931587,755.0609065155808,False,BC,Canada,,,,,,TSXV,Mining,,,,26055.0,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-00186,AZM.V,AZM,Azimut Exploration Inc.,azimut exploration,TSXV,,,,,Gold | Copper | Nickel | Lithium,4,True,Operator,False,False,CANADA,QC,1,1,True,False,False,,,59554192.9,100939310,0.59,25-100M,8314173.5,10447566.0,3986.0,6.0,0.1396068537770411,45.892351274787536,48.69565217391305,0.35476316660692087,2085.843828399398,False,QC,Canada,,,,,,TSXV,Mining,,,,1074345.0,,OTCQX,,,,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-04000,AAZ.V,AAZ,Azincourt Energy Corp.,azincourt energy,TSXV,,,,,Uranium,1,False,Operator,False,False,CANADA,SK,1,1,True,False,False,,,8345497.6,151736320,0.055,5-25M,1610513.0,25657058.0,2523.0,6.0,0.1929798649753371,58.16808309726157,66.77852348993288,0.49039245665806613,638.3325406262386,False,BC,Canada,IPO,2012-05-01,5173.0,2012.0,14.0,TSXV,Mining,20120501.0,,,1153005.0,,OTCQB,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-04340,AZT.V,AZT,Aztec Minerals Corp.,aztec minerals,TSXV,,,,,Gold | Copper,2,True,Operator,False,False,LATIN AMERICA,Mexico,1,1,False,False,False,,,40609528.52,188881528,0.215,25-100M,8606196.0,30233083.0,6436.0,6.0,0.2119255335791817,62.51180358829084,71.73913043478261,0.5385364066543848,1337.196395276569,False,BC,Canada,IPO,2017-05-02,3346.0,2017.0,9.0,TSXV,Mining,20170502.0,,,1179245.0,,OTCQB,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-03143,BLDS.V,BLDS,Badlands Resources Inc.,badlands resources,TSXV,,,,,Gold,1,False,Operator,False,False,USA,SD,1,1,False,False,False,,,1163032.92,3230647,0.36,<5M,139830.5,761023.0,453.0,6.0,0.1202291849142155,41.170915958451374,60.0,0.30552143540785504,308.6766004415011,False,BC,Canada,IPO,2010-06-30,5844.0,2010.0,16.0,TSXV,Mining,20100630.0,,,1131627.0,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-03709,BYN.V,BYN,Banyan Gold Corp.,banyan gold,TSXV,,,,,Gold,1,False,Operator,False,False,CANADA,YT,1,1,True,False,False,,,611636844.24,430730172,1.42,500M-2B,133995705.0,104762484.0,73762.0,6.0,0.2190772290156893,64.49480642115203,45.56962025316456,0.5567099995047449,1816.595333640628,False,BC,Canada,QT,2013-02-19,4879.0,2013.0,13.0,TSXV,Mining,20130219.0,,,1141820.0,,OTCQB,Y,Y,Y,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-00961,BRO.V,BRO,Barksdale Resources Corp.,barksdale resources,TSXV,,,,,Copper,1,False,Operator,False,False,LATIN AMERICA | USA,Mexico | AZ,2,2,False,False,False,,,87912828.9,225417510,0.39,25-100M,15859968.5,55701444.0,6990.0,6.0,0.1804056210958762,55.0519357884797,60.43478260869565,0.4584393078285003,2268.951144492132,False,BC,Canada,,,,,,TSXV,Mining,,,,42252.0,,OTCQX,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,,2026-06-30,2026-07-31
V-00608,BARU.V,BARU,Baru Gold Corp.,baru gold,TSXV,,,,,Gold,1,False,Operator,False,False,ASIA,Indonesia,1,1,False,False,False,,,15262781.36,381569534,0.04,5-25M,2142400.5,42715691.0,2120.0,6.0,0.1403676334914097,46.1756373937677,52.348993288590606,0.35669642857263173,1010.5662735849056,False,BC,Canada,,,,,,TSXV,Mining,,,,822191.0,,OTCQB,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,2026-06-30,2026-07-31
V-02954,BAT.V,BAT,Batero Gold Corp.,batero gold,TSXV,,,,,Gold,1,False,Operator,False,False,LATIN AMERICA,Colombia,1,1,False,False,False,,,12670062.13,115182383,0.11,5-25M,1854579.5,11358238.0,1395.0,6.0,0.146374933364277,47.02549575070821,53.02013422818792,0.3719619307166692,1329.447670250896,False,BC,Canada,QT,2010-07-27,5817.0,2010.0,16.0,TSXV,Mining,20100727.0,,,1119109.0,,,Y,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-02457,BMV.V,BMV,Bathurst Metals Corp.,bathurst metals,TSXV,,,,,,0,False,Operator,False,True,,,0,0,False,True,True,,,3736777.05,49823694,0.075,<5M,546732.5,7522597.0,419.0,6.0,0.1463112443382192,46.93106704438149,66.5,0.3718000867960372,1304.8508353221955,False,BC,Canada,Other,2007-02-20,7070.0,2007.0,19.0,TSXV,Mining,20070220.0,,,1107121.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,2026-06-30,2026-07-31
V-04488,BMR.V,BMR,Battery Mineral Resources Corp.,battery mineral resources,TSXV,,,,,Copper | Lithium,2,True,Operator,False,False,ASIA | CANADA | LATIN AMERICA | USA,South Korea | ON | Chile | ID,4,4,True,False,False,,,71047819.33,417928349,0.1699999999999999,25-100M,1214623.5,7554887.0,1005.0,6.0,0.0170958589785615,4.0604343720491025,3.91304347826087,0.04344329023262659,1208.5805970149254,False,BC,Canada,QT,2021-02-23,1953.0,2021.0,5.0,TSXV,Mining,20210223.0,,,1181654.0,,OTCQB,Y,,,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,True,,2026-06-30,2026-07-31
V-02350,BHS.V,BHS,Bayhorse Silver Inc.,bayhorse silver,TSXV,,,,,Gold | Silver | Copper,3,True,Operator,False,False,CANADA | USA,BC | OR,2,2,True,False,False,,,18794470.5,417654900,0.045,5-25M,6444865.5,78036362.0,5331.0,6.0,0.3429128530117408,76.77053824362606,84.56375838926175,0.8713959688465169,1208.9411930219471,False,BC,Canada,Other,2006-08-30,7244.0,2006.0,20.0,TSXV,Mining,20060830.0,,,1107569.0,,OTCQB,,,,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,,2026-06-30,2026-07-31
V-00438,BM.V,BM,BC Moly Ltd.,bc moly,TSXV,,,,,Molybdenum,1,False,Operator,False,False,CANADA,BC,1,1,True,False,False,,,4329758.375,34638067,0.125,<5M,124589.0,764508.0,153.0,6.0,0.0287750468292586,7.365439093484419,13.5,0.0731219596762308,814.3071895424837,False,BC,Canada,,,,,,TSXV,Mining,,,,1023593.0,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
